date,media,client_id,client_name,campaign_id,campaign_name,clicks,impressions,investment
13/06/2020,Google,2083f019-ca2a-4f8f-a791-ed9a2efdeeb0,Heaney LLC,AAPAFV-044,Western Bog Yellowcress,203,842,267.05
04/04/2020,Verizon,4ed38136-7617-4160-b4a4-6629b03ee084,Davis Inc,RVMPPI-584,Rosette Lichen,46,736,855.04
12/01/2020,Facebook,18731b83-a144-4b85-b4be-e7417eb0e554,"Boyer, Mertz and Gaylord",EBMWNF-185,Palisot's Calymperes Moss,691,833,552.38
27/02/2020,Verizon,389903f2-5478-4fb1-be30-b72bcfff1687,Gerlach-Murphy,MPJDDP-760,Fewleaf Spiderflower,43,306,486.94
17/06/2020,Facebook,82ccc65d-555d-4210-9040-5eea34ef25b1,"Wehner, Morar and Kris",QQFGEL-813,Boreal Sagebrush,334,783,328.96
29/06/2020,Criteo,ba0cb0cf-8613-4961-86bb-0c8c644a55d7,Bogan-Cummings,YMUDHP-840,Whitetip Clover,678,965,976.3
23/05/2020,Criteo,08d2d8bc-3fb3-4f9b-a04b-22787e3b33be,"Cremin, Kuhn and Lueilwitz",EHVDKV-417,Aphragmus,706,619,450.32
18/03/2020,Criteo,c9cb9332-65c8-4871-ab48-45e4ecb30d6d,Reichert-Koch,UIZEDY-413,Southern Milkweed,788,364,913.5
29/08/2020,Verizon,da72680a-fce3-4cd5-a6de-0340da5212ed,Jacobs-Kozey,SAPBBV-957,Fissidens Moss,967,949,772.72
09/08/2020,Facebook,0b526349-ebc5-45b8-9682-b1fcdf485c7b,"Prohaska, Kirlin and Morissette",ESNGLG-254,Dot Lichen,148,70,67.16
27/08/2020,Twitter,109948a2-4b0b-41fc-84d5-347d03d62745,Schimmel Group,QGOTZI-220,Parasol Draba,515,640,881.26
20/06/2020,Criteo,60f69e96-aa3f-4ffc-a314-33de68801f24,Gibson LLC,OLTUCC-433,Kern Larkspur,390,794,873.87
09/07/2020,Facebook,69b9a898-f946-4269-961f-670e36bb4927,"King, Hilll and Kohler",RLSZJD-852,Greenland Northern Rockcress,502,98,508.88
14/07/2020,Google,75c851bd-0359-4178-9b61-b6896c290cd3,Wintheiser-Tremblay,LBCTVR-058,Spreading Spiderflower,172,991,49.58
19/02/2020,Percycle,a7732e5e-8bb8-4672-be64-88d1feb7c436,Anderson-Bednar,FKMZMF-639,Narrow Helmet Orchid,944,195,183.84
20/08/2020,Twitter,5d528554-ec95-47d3-a3b1-778837e88a60,Quitzon-Price,IIVAVW-751,Cypress-pine,696,27,196.54
30/01/2020,Twitter,f65b36c1-bd4b-4cc6-aae1-18ae7f85d76a,Runolfsson LLC,RUQYZB-773,Fivepetal Cliffbush,900,252,60.89
29/06/2020,Criteo,adb52485-1071-4645-9b80-0bf3d0595e5f,Roob Group,ICMMWH-235,Husk Tomato,63,273,695.14
17/01/2020,Facebook,9a8b580f-4eee-417f-98c2-fdf62e2e2d11,Quigley-Quitzon,GOWSJH-137,Mexican Passionflower,568,370,246.31
13/01/2020,Google,e23fa354-8b76-4d85-b2a5-e89a5c2a2e36,Bayer-Kris,MYUELA-948,Dwarf Groundcherry,224,50,100.46
08/01/2020,Facebook,2f01ba0f-88e8-4853-8e76-1bca8214235c,"Beer, McDermott and Kilback",SVHSKR-735,European Gooseberry,128,830,624.48
16/01/2020,Percycle,ae08168b-146d-44dc-bdb5-6d468d672694,Ebert and Sons,HHQGCH-230,Liddon Sedge,683,603,124.08
07/07/2020,Percycle,34a2fa26-17bc-46a4-b3b5-966f0dba3596,Bradtke Group,RKGASG-972,Narrowleaf Laphamia,154,427,866.91
20/02/2020,Facebook,262f52ce-1224-4c33-b69a-d0dfa5e59141,"Gottlieb, Rohan and MacGyver",CXSWZM-405,Camel's Foot,875,417,785.07
17/02/2020,Percycle,b5b56237-8d4d-4be4-9b50-1366b2fc308e,Macejkovic LLC,GAESXV-991,Sessileflower False Goldenaster,764,967,418.91
01/03/2020,Verizon,774ddba9-b128-42a4-9657-210b264f22ce,Huel Group,YOHUAC-148,Notable Wattle,540,913,858.02
22/02/2020,Google,d333051c-99fd-4714-abd3-b8705897a8e3,Wuckert Group,TIJHTA-528,Amur Peppervine,208,540,835.29
12/06/2020,Google,d982ef8f-7e4f-40d0-8d56-aef7e65a5303,"Rice, Shields and Heathcote",BHVGTY-157,Brownstem Spleenwort,126,48,374.25
11/01/2020,Twitter,68abf772-1684-4f68-8b98-a91a80c2062f,Yundt LLC,YQFRDQ-230,Nuttall's Crinklemat,205,73,249.0
25/05/2020,Criteo,3fbd2f00-c948-452b-93be-2530f6b3a986,"Hackett, Tromp and Mitchell",OUZLVS-251,Rabbitfoot Clover,452,130,317.2
17/04/2020,Twitter,3d940d08-d45c-4406-9fb1-8298050d8013,O'Kon-Blick,KBUTME-208,Spring Mountain Milkvetch,449,528,65.93
07/03/2020,Google,38d96a75-0bb2-4c8f-8d56-a8a1b5d7b143,Kling Inc,WYJHLT-422,Palm,86,697,933.01
22/05/2020,Criteo,39ce3260-2200-4a0b-a48b-0fc676f8c6e4,Ullrich LLC,QUVKFK-779,Dwarf Poreleaf,905,77,909.81
13/01/2020,Percycle,07a61ccd-9547-41c3-8ea1-9434ecdbb2d8,"Streich, Kuphal and Hintz",MYRCRA-299,Alabama Larkspur,215,292,708.13
12/08/2020,Criteo,1925369c-ff24-4441-9c38-bee960e032d7,"Heller, Cassin and Heidenreich",MFSJVX-236,Pukiawe,910,682,905.82
13/03/2020,Percycle,7e2a20f7-6b74-49ae-b30f-ad49ac5d1917,"Beatty, Roberts and Jacobs",QPOIEZ-453,Pismo Clarki,474,401,234.18
15/05/2020,Percycle,0deaa68b-7a18-45e3-a85e-f9954933bed4,"Kreiger, Gorczany and Mitchell",QRCTAU-785,Indian Warrior,200,965,245.01
20/03/2020,Criteo,f81292af-9b8f-45f4-abb3-480dfe032027,Frami-Mohr,LOEZTA-777,San Bernardino Grass Of Parnassus,741,960,623.48
15/08/2020,Google,d5a079ae-1ef1-4d41-88db-a79df20914c4,Nikolaus-Jakubowski,BIXUYF-659,Bottomland Aster,244,270,129.39
02/04/2020,Facebook,a4ca783f-4371-4963-bc42-232e388cea98,Langworth Group,WCKWRN-445,Scarlet Bottlebrush,182,949,320.09
03/08/2020,Verizon,36debc66-7851-4561-9b4e-5ee36c31e781,Corkery Group,WNYGXO-484,Ravenel's Cup Lichen,210,135,964.43
01/08/2020,Facebook,91e86ddf-3e0f-4948-96c3-02028ae9e416,Will-Ritchie,XESDVH-573,Silverleaf Milkvetch,513,427,22.23
21/05/2020,Twitter,e3c41595-da7a-48bb-829e-e2d327f1544e,Upton-Wiza,IVZVYI-733,Zarzabacoa De Monte,789,71,539.19
09/04/2020,Verizon,a00d63c8-8310-481c-9d6f-0f5bedef5c1f,MacGyver-Bauch,NKTLOQ-013,Virgin Phacelia,166,572,919.19
13/04/2020,Twitter,9bada2c0-a934-4663-9bd2-3e1fc09ea4c8,"Murray, Lockman and Greenholt",TGUGVA-323,Purple Monkeyflower,725,293,431.17
03/08/2020,Criteo,95bbd3d4-113b-4df1-bb3c-0829f67cf9bc,Roob-DuBuque,KCCKYB-369,Purdy's Stonecrop,197,651,868.42
24/01/2020,Verizon,2a5b8421-e01a-4e09-b510-f1c80b5bc338,"Spinka, Kassulke and Streich",QRJCXA-273,Desert Sand Verbena,126,964,617.27
08/04/2020,Google,9b9ec044-71f5-490b-bbcb-c9f86ab2d15f,Smith-Feil,MHOKVZ-704,Othake,1000,784,982.95
13/01/2020,Twitter,ad831b7b-ef55-4ea7-8d5a-4a0eb6b5acb7,"Predovic, Harris and Weimann",WMZUMV-382,Koholapehu,585,114,632.53
01/03/2020,Facebook,3986ef04-f290-493d-bc3b-b872fec8be05,Langworth LLC,ZZQYPT-933,Bryum Moss,112,328,683.23
07/03/2020,Criteo,69231656-c07c-4c87-90e3-b6334e14a8cd,Bartoletti-Krajcik,LYPSYC-500,Texas Yellowstar,466,258,948.06
26/05/2020,Criteo,515da495-56d8-4413-bfc0-ccd947cadcfa,"Flatley, Thompson and Zulauf",IJYASF-452,Butte County Western Rosinweed,187,539,272.37
15/07/2020,Facebook,dd4aafad-995e-4162-a29e-a5564fd76359,"Considine, Johns and Nienow",BTKWTB-091,Abiu,797,301,216.96
16/02/2020,Percycle,5a795e8b-9fa9-4503-831c-949b33c50a94,Reinger Inc,CJWFCF-492,Matilija Poppy,115,854,948.07
27/08/2020,Facebook,8e1e40e3-7364-44bd-9f98-a3753d029c84,Moen-Jaskolski,LHNFZD-275,Hairgrass,260,612,286.97
27/07/2020,Verizon,b36c2470-db65-4d27-86f0-108997b8b318,Osinski and Sons,EDIGXL-623,Largebract Ticktrefoil,96,324,994.35
21/03/2020,Percycle,5ac2a73e-06eb-4502-a99e-a53620c9b151,Leffler LLC,AUZENU-109,False Junco,719,532,630.13
15/03/2020,Criteo,408b340f-6dcd-4b43-b469-5135a365caff,Anderson-Greenfelder,NWKFGA-090,Seaside Sandmat,414,768,32.41
27/06/2020,Twitter,bd621ec3-c5ef-41e8-b319-d59dbb6db138,Ziemann and Sons,ZJBIMF-740,Blue Ridge Carrionflower,627,813,694.42
26/05/2020,Criteo,69f05b67-8c62-41b2-bbb1-7e395e268ff1,Leffler-Becker,QDAEFB-023,London Rocket,959,776,557.97
01/04/2020,Facebook,47e4ff41-5b70-473a-8953-d22fb9e975d1,"Hills, Bernhard and Howell",AZDMDA-050,Ouachita Bluet,956,89,984.57
13/04/2020,Google,81eb2d0e-3565-41ad-8ebf-c65a98e702a5,"Schamberger, Smitham and Cummerata",FVZJBP-226,American Nailwort,360,246,292.49
22/06/2020,Facebook,1372d01e-676a-4c17-83c8-b12866b69546,Rau LLC,ECUZLJ-134,Parry's Rabbitbrush,261,21,906.32
04/02/2020,Facebook,49b71d8c-384f-4ad2-bac9-ff9efd56512a,"Towne, Farrell and Ruecker",SWVUHQ-275,Soft Popcornflower,516,890,173.99
20/04/2020,Google,9536ae65-ecb8-460b-b6d5-cf20017167e9,"Berge, Anderson and Koch",ZFUCRX-945,Short-spike Peperomia,142,128,873.68
10/08/2020,Facebook,5b1114c9-3ef8-4c09-b941-1dfed9d5c419,Effertz-Shanahan,MBQBVW-654,Paulownia,433,869,828.59
17/07/2020,Percycle,b9a57c3d-ee7b-4f7f-b301-d26859a84506,Ratke-Gulgowski,IDPDAH-730,Awnless Beardgrass,215,69,57.01
16/01/2020,Criteo,c7f59aaa-ac74-4221-811f-c3b74d8cfdcc,"Nikolaus, Stokes and Larson",VUBVEO-222,Crossopetalum,244,347,364.37
10/03/2020,Criteo,1c4fd6e6-2bc6-4dc7-8cab-eb089933d455,Mante-Dach,WNZYIX-880,Alpine Sweetgrass,119,355,716.48
13/03/2020,Verizon,eb9fd030-e389-4606-a870-abc5ba6e2e2c,"Sawayn, Hane and Runte",YDCHWC-984,Orange Wall Lichen,868,138,683.01
10/05/2020,Percycle,8aa29496-39eb-4407-abcb-cbfbbba4080f,Mills and Sons,GWSSXX-894,Wislizenia,665,805,137.44
16/07/2020,Criteo,28d5e591-da79-4ae8-98c1-6885f92e327d,"Maggio, Runte and Hayes",JVMSAO-263,Skunkcabbage,165,254,30.28
16/05/2020,Verizon,01c25af2-81d4-4d2c-8d6c-6d3e198762bc,Legros-Fadel,XZDERO-033,Prairie Groundcherry,924,423,255.95
28/02/2020,Percycle,210a5b78-548f-402c-bfe0-65322d3c1a04,Padberg-Cronin,TLBXCB-437,Beaked Clarkia,248,696,929.64
13/05/2020,Facebook,2a9a0592-9a0a-4277-a88f-ab9f38e4e11a,Wiegand-Wyman,EVQWSQ-398,Sierra Lewisia,580,297,680.19
18/06/2020,Google,5278df4a-2966-42b8-98fb-2bcba378d453,"Hammes, Kunde and Jast",JIYSES-989,Melaspilea Lichen,116,394,587.64
09/07/2020,Google,6fa7d34f-1673-455e-884b-bc778f6e21da,"Jacobson, Pfannerstill and Ruecker",MMRGNU-552,Indian Hedgemustard,646,747,727.37
05/02/2020,Verizon,e1d994f5-06c3-4857-9d24-467ec66ff848,Hills-Swift,RMPEHH-480,Feijoa,102,118,526.38
17/05/2020,Criteo,de62046a-36b1-499f-83c7-2718d1a9e76e,Kessler-Tillman,SMAAGV-048,Averrhoa,730,433,704.24
28/04/2020,Facebook,9b2b2464-b02a-46f1-8b94-a4adafd00d48,Denesik LLC,JRAGAN-493,Conifer Broomrape,76,664,80.08
19/05/2020,Criteo,817b85d4-1f0b-4ab6-9d4a-6c7d1b500ee6,Legros-Hansen,NBUCLL-608,Danafern,536,92,134.1
27/07/2020,Facebook,6c7c1031-3ada-4102-b3e7-2c15c6c74bef,Hilpert-Fay,JADZRA-290,Twogrooved Milkvetch,878,225,792.2
18/06/2020,Percycle,f1a3e65a-5e32-4435-9401-6401c6596768,Ankunding-Altenwerth,HNUFXJ-997,Stenocybe Lichen,572,891,861.44
01/06/2020,Google,c67dcbb4-70ec-44ff-871a-11935d56d595,Walter Inc,CDOXXJ-428,Slender Cinquefoil,608,99,470.31
12/03/2020,Percycle,86322998-25d0-4218-9505-db206739c121,"Considine, Carroll and King",YTFLSV-391,Watson's Bedstraw,61,471,829.69
29/04/2020,Twitter,0cd3eb68-a64b-47e5-a750-fbed3f5d7027,Goodwin Group,JJWUFT-478,Felt Lichen,401,681,589.27
09/05/2020,Criteo,1c1472eb-5af8-4cf5-86c6-9148167e37aa,"Paucek, Boehm and Hyatt",PYCMGX-737,Screw-pod Wattle,704,63,747.38
24/08/2020,Google,05d91c31-c565-491b-a0d9-d13a5c8b9570,Rippin Inc,QGNBNR-672,Norwegian Cinquefoil,194,11,914.07
19/08/2020,Google,ed41ca6e-87c9-403b-a3d0-6e3bed8db45b,Hodkiewicz-Glover,TUUTWH-963,Glacier Buttercup,695,495,964.24
15/02/2020,Google,c7967627-e49a-4706-8f98-693ee77fd542,"Hauck, Marvin and Conroy",KROYBM-702,Yukon Lupine,778,282,645.54
01/03/2020,Percycle,bbb00dfa-a25b-4edc-bbc1-b9eda5d0181d,"Welch, Collier and Spencer",SLMTRN-556,Hybrid Oak,716,743,521.89
10/01/2020,Twitter,cb3cd93e-7151-4dad-a13d-b85bbd86fc90,"Schowalter, Goldner and Daniel",PWFDOV-896,Island Orange Lichen,166,468,64.57
26/05/2020,Facebook,724172b6-cc31-4206-9ae4-8a7deb2dd681,Terry-Hoeger,VKGQJE-695,Carite Babyboot Orchid,269,650,262.87
05/02/2020,Criteo,7c7d258f-cf37-407e-a7d2-7d2f03e21156,"Emard, Kris and O'Conner",GQSCRU-158,Hybrid Willow,225,414,834.61
02/05/2020,Percycle,225f9008-695d-479b-a73e-c08ac5f83cf9,Heaney-Hilll,JKXOUM-773,Caro De Tres Hojas,198,864,810.88
11/07/2020,Percycle,a25e55a0-3b13-431a-a2d0-e3500c129413,"Bins, Legros and Baumbach",HOOORG-318,Chisos Mountain Pinweed,251,643,235.46
21/02/2020,Twitter,4c539038-15b7-4948-80ab-163a38f70add,Kerluke Group,UKHQKO-160,Wavy Heliotrope,382,183,844.97
16/03/2020,Google,4d9677a0-8fa6-4709-a05f-02a08d2eb951,Strosin LLC,REXGTX-374,Azure Blue Sage,955,574,257.8
25/06/2020,Criteo,2cff4d72-31d8-43b3-8033-661c11c23b2b,"Renner, Hermiston and Mayert",HALWIE-427,Eastern Poison Ivy,873,457,463.84
02/08/2020,Criteo,d6b16ee8-68ad-4807-ae39-eaa1aa85ac64,"Daugherty, Fahey and Wolff",AGSAMP-922,Cold-desert Phlox,443,113,165.22
08/04/2020,Verizon,937618be-7eab-4f96-a1b1-c5dfbcf23187,"Carroll, Stamm and Von",IHNNDM-101,Whitenymph,607,388,561.65
30/08/2020,Google,b860ebaa-20ba-4911-8c65-d6ab323c413d,Reichel-Weimann,BCKQNS-473,Delta Bulrush,336,836,467.84
08/03/2020,Facebook,a6aec142-cfa7-494b-b96f-f5201c19fef7,Bashirian-Hilpert,XHXRVU-758,Squirreltail,305,835,664.9
16/07/2020,Percycle,1bd3163a-5c2b-49c2-ade2-5646ae194624,Boyle-Harris,WMDDJD-441,Rio Grande Stickpea,537,797,503.0
10/02/2020,Criteo,02b8ca33-0449-4299-aae7-225e4234ba63,"Kub, Nikolaus and Dietrich",ZIMGMB-403,Limestone Glade Milkvetch,557,761,994.69
21/01/2020,Twitter,dc79312e-a269-4129-8ae2-18f8a3de5d2b,Maggio-Hills,WDLNWL-424,Masonic Mountain Jewelflower,875,32,151.52
11/01/2020,Facebook,35b98ec8-a9af-459d-8bf2-37bf988f28a7,"Krajcik, Lockman and Terry",ZSCVIC-374,Mahaleb Cherry,742,863,530.06
18/02/2020,Google,64d0bf4a-1d39-41f6-8831-2a3a149bf8d1,"Turner, Hauck and Cartwright",AXKYHK-121,Dutchman's Breeches,604,641,619.99
12/04/2020,Facebook,4989f7af-add0-4dff-8f22-3b112a43990d,Dicki-Kemmer,PRXPIO-776,Rothrock's Fiddleleaf,82,374,482.52
18/08/2020,Verizon,30e68cf1-3574-4706-8e23-f4db1fbb6852,Langworth-O'Kon,OCMJPC-034,Desert Wishbone-bush,612,189,258.06
20/04/2020,Verizon,55a6b076-d9ed-4fb5-b53f-5455580962a7,Lockman LLC,TTMNAP-237,Hybrid Oak,971,249,68.93
11/07/2020,Twitter,e8c3822a-c624-47bd-90c3-1d9bae3e60ff,Gutmann Inc,ZIKZIW-512,Largeleaf Rose Gentian,87,91,237.02
10/05/2020,Google,9dc2c36e-7c2f-4e90-87ae-d0c71c6fd737,Tromp-Corkery,LEAVXH-831,Broad Halberd Fern,627,210,658.26
28/01/2020,Twitter,e66d2b30-7f3a-4c65-b969-674dbfaff53c,"Hermann, Christiansen and Spencer",XNEPTK-782,Sierra Ragwort,314,292,183.07
06/01/2020,Percycle,647193f8-6eb8-4a99-a89d-0cd1b2bd58cd,Walker and Sons,OCOACU-918,Pseudoleskea Moss,955,30,803.2
28/01/2020,Google,f7d4218b-21d8-4239-9575-68c5bf936ee3,"Von, Gislason and Weissnat",KVSCRQ-838,Psophocarpus,678,172,829.48
26/04/2020,Verizon,fb911fda-d0f3-4424-b722-62469cceb5c3,Hansen LLC,TSKCFR-521,Skeletonleaf Willow,184,418,517.42
01/04/2020,Facebook,ea4417fc-3ca9-4d0c-9b12-964f736c4a95,Bradtke-Ondricka,PXHHFM-380,Sandhills Lily,299,141,536.67
25/04/2020,Percycle,6331d155-37e1-47d5-abaf-4396eb399242,"Lockman, Farrell and Kessler",BEWXFT-368,Chalice Lichen,922,607,77.6
18/04/2020,Percycle,ab8bcb85-0013-48a1-973b-ef9d335c44f5,"Thiel, Haag and Dach",IZLRGJ-659,Petunia,772,623,624.17
18/03/2020,Criteo,fc678a93-e144-4334-8751-0e05d428af2f,Larkin Inc,NPZTTQ-728,Hawthorn,277,604,488.66
06/06/2020,Twitter,95f4735d-b829-45d7-8886-eeb614627283,Bayer Inc,NJONGZ-863,Mapleleaf Grape,84,684,46.44
09/08/2020,Percycle,d9b25ddf-eca8-46fb-9876-07981e7ad76f,"Shanahan, Barrows and Parker",FYJWFX-685,Red Fescue,498,38,90.05
28/05/2020,Percycle,a37ff599-3d61-4e52-bd6e-364cfb86e2a7,"Runolfsson, Hahn and Koss",BIPZXP-060,Downy Phlox,811,147,497.69
17/05/2020,Criteo,6771f15a-861b-4fe8-b8f7-e4aa07deb1db,Schoen and Sons,HBNIUF-174,Palmer's Mariposa Lily,700,676,716.09
21/04/2020,Twitter,ae813121-7270-4d46-8abe-86a0f7802e1b,"Veum, Zboncak and Kilback",LJHIQB-583,Nevin's Woolly Sunflower,980,851,332.97
15/08/2020,Google,a38c56be-4e83-4a4d-abed-f9d585cc226b,"Larson, Marks and Lindgren",BEIIHW-192,Melastoma,419,568,120.99
26/06/2020,Criteo,7a0d547b-3bf9-4716-92f2-e639f5125f91,Carroll-Parker,GSVVZD-492,Low Silverbush,558,322,738.58
31/07/2020,Verizon,204ad5c2-2f9e-44c7-9133-89a301f1533e,"Lakin, Schneider and Flatley",CHSYBP-519,Groundcover Milkvetch,563,926,414.82
29/08/2020,Verizon,e55b4671-100a-4298-b357-eb41c184c967,"Senger, Brakus and O'Connell",GGMOIO-610,Sporopodium Lichen,538,468,650.98
05/04/2020,Percycle,fabb180d-8aa2-486b-9c1a-07044dc1ffc1,"Hansen, Gleichner and West",TACJZF-765,Willamette Fleabane,888,340,76.14
10/02/2020,Twitter,0b787792-c2f4-4f00-9363-c9a8dd93f7db,Kemmer Group,PZWDQR-440,California Sweetgrass,489,636,209.57
28/03/2020,Criteo,fce1234c-aeaa-439b-af0d-1e8cd6e05e50,Marks-Waters,AVLMAY-856,Carolina Crownbeard,200,75,682.07
29/08/2020,Google,987ab4c9-3545-48bd-83a3-a26532860350,Leffler-Will,RLFOCC-189,Hooker's Bristle Fern,648,623,568.98
29/03/2020,Percycle,5e19b476-81fc-4b94-b1b9-c3d20604c0e1,"Balistreri, Russel and Rau",OWCCRX-672,Farr's Willow,525,727,960.87
24/05/2020,Google,928a43e3-dc15-4d22-b655-c9d274fced8b,"Walsh, Zboncak and Reichert",ABDPVM-782,Fewseed Sedge,295,449,85.5
31/01/2020,Google,3219f1f1-ec6f-4075-8aad-14ebbc762a53,"Walsh, Langosh and Klein",FIJNTC-915,East View Rubberweed,984,896,133.0
19/05/2020,Twitter,d3948a3f-9020-4633-8069-0e0be7d07667,Kessler-Mayer,LTABMV-315,Cedar,406,711,366.35
22/03/2020,Percycle,7bb1d131-1751-48f6-ad80-d6a2ff9baf3f,Goodwin LLC,GPKLBY-407,Iron River Dewberry,243,213,640.26
29/03/2020,Google,f7fb8eb7-b980-42c7-8142-637c42dcfaee,"Huels, Wisoky and Williamson",RGSXCX-720,Arrowfeather Threeawn,148,564,80.3
23/02/2020,Facebook,2118a8e2-98e7-49e7-8a37-6268da762a06,"Oberbrunner, Kirlin and Reichel",PTQZIL-357,Gypsum Blazingstar,790,457,113.91
09/07/2020,Twitter,10c94406-b353-421a-9824-df699baad406,Gusikowski-McDermott,LMKKMY-980,Blackwood,82,773,858.6
07/05/2020,Criteo,7fcf6096-64a1-4049-a17a-e11fde0cb5ea,Kshlerin-Parisian,RDHPUE-639,Davidson's Rockcress,21,235,852.82
26/05/2020,Criteo,df0d0fd4-7476-44e1-b26b-1db29b8d7de8,"Littel, Aufderhar and Batz",TBNTOT-392,Resin Cheesewood,108,947,768.34
05/07/2020,Facebook,7f2731c2-ecd4-4e21-8210-f104b164e635,"Herzog, Waelchi and Mueller",ISLVON-690,Scrub Palmetto,337,949,376.22
20/04/2020,Twitter,0ba4ebe5-8621-4567-81a3-e6cc35935c91,Osinski-Streich,LLHEYP-475,Twisted Cleomella,908,617,272.83
19/07/2020,Facebook,62849006-6a57-4084-bb92-46fc25626f34,Stroman-Walker,APFHOL-997,Paperflower,515,366,921.38
14/03/2020,Percycle,2332e808-ab6e-4e46-96e3-b1ba8e93a0f7,"Hammes, Connelly and Mann",UWLQSL-412,Paraguayan Dock,608,897,979.17
11/01/2020,Google,e80a1537-7a96-4e5e-b2a9-a3218b73bdcf,Ortiz-Zulauf,YYNUXS-294,Compact Chickensage,445,305,597.37
02/01/2020,Twitter,ab68b628-535e-4e4a-b33d-188857f40384,Johnston Group,DMPQKN-457,Greenland Lecania Lichen,74,719,493.77
25/07/2020,Verizon,ed64af29-db00-4de6-8c66-e586af16c131,Kunze-Leuschke,RVOJXY-041,Stahl's Valamuerto,556,826,803.73
03/03/2020,Percycle,7212eca4-c923-428f-a444-03aafcfca8a3,"Shanahan, Lueilwitz and Paucek",AGPPLE-470,Erectstem Saltbush,173,532,138.25
02/03/2020,Facebook,e5c939c9-80c8-45c1-8f4e-febf54469aae,Harber and Sons,ITCLGI-880,Woodbury's Stingingbush,634,173,811.17
08/04/2020,Percycle,7da26cb5-5862-492c-b28c-4592b34a4861,Hand-Hyatt,RXDHJB-770,White Shootingstar,122,819,710.65
03/01/2020,Criteo,ec98d6c7-0e1a-4e69-8a10-e787e76f2151,"Crona, Boehm and Armstrong",MVNRUN-780,Oahu Rollandia,392,286,430.06
07/05/2020,Google,db326949-4455-4e03-b257-2ee69521d58d,O'Kon-Ritchie,NDVGRN-556,Club Lichen,56,410,833.25
16/01/2020,Facebook,f3d664ad-946c-4db8-bf0a-5bc8160479b6,McLaughlin-Padberg,QGUXEP-060,Appalachian Polytrichum Moss,501,927,404.03
20/01/2020,Twitter,e5b7e58d-5b3b-4273-a579-841b2db1324e,Lebsack LLC,DZZIYD-952,Hassea Lichen,968,415,678.13
05/02/2020,Verizon,bd98e973-a8dd-4871-99d0-b963078b0f30,Padberg-Auer,JFJWDN-207,Yellow Rabbitbrush,584,713,567.38
02/05/2020,Twitter,f795aaa2-cb59-48b3-9d33-b6b6b9b2c624,Hauck-Pfannerstill,XZLHQA-640,Seashore Lupine,544,417,380.4
10/01/2020,Twitter,42f7e106-26a3-4ad7-bc91-ae16a39796b1,"Howell, Fritsch and Murray",IAKBJP-181,Graceful False Flax,463,35,990.5
02/06/2020,Percycle,24cc27a8-ac25-45cf-892a-51d822d6ff14,"Borer, Robel and Carter",TXXNFV-015,Bush's Poppymallow,506,583,589.69
11/02/2020,Verizon,1fc1e6dc-944e-4fb7-947b-314f6c6c52c7,Beer LLC,SQPSHC-382,Fassett's Water-starwort,666,914,793.01
25/04/2020,Twitter,86889b32-a09e-4aa6-84a0-a85038115864,Stanton-Barton,YIIKUJ-567,Grimmia Dry Rock Moss,719,280,886.84
31/01/2020,Facebook,8034d811-16f9-4bc0-b97f-512a5bf3335d,Heaney Inc,BFSOVX-401,Alliaria,979,719,544.45
11/04/2020,Verizon,e646829b-c7c0-42e1-842e-63926add871d,"Schimmel, Smith and Harvey",UBDCJX-718,Mcallister's Phlox,488,187,425.48
09/05/2020,Google,a9b5b029-1f3e-4421-9467-a9c175924a78,"Jacobson, Simonis and Schimmel",KWWEGF-921,Arboreal Leafystem Orchid,970,404,766.34
20/02/2020,Google,f3de46ed-9c97-4a1e-b824-05814aa4bcf2,"Bogisich, Donnelly and Considine",EONCWM-632,Saxifragopsis,421,413,311.38
28/02/2020,Percycle,f0b1cedb-88e2-4440-a59f-27d4198774f3,"Hayes, Hyatt and Blick",ASPRRT-533,Low Mallow,332,564,104.5
18/02/2020,Verizon,4f9142ce-e377-4584-ab16-358426a38091,Quitzon Inc,WHKZAH-201,Szowits' Madwort,418,480,528.35
27/01/2020,Google,24d49979-9b3d-4783-a5cb-d3a67c9ad4bb,Graham LLC,FEPPZI-714,Mexican Starwort,150,737,177.8
28/07/2020,Criteo,c173e5cf-9ede-442d-ab6c-c8cdaada861e,Baumbach-Yost,WJPNGH-423,Lapham's Phlox,236,452,396.2
04/07/2020,Twitter,a766d7a7-cab4-411a-93fc-ad5a0748e53b,"Kiehn, Sanford and Runte",WLLNFP-437,Slippery Burr,255,168,610.88
29/08/2020,Verizon,a3479b79-1b41-4233-8198-391ba11e8fc3,Skiles Group,IRURYH-871,Puerto Rico Cinnamon,903,415,97.12
07/04/2020,Criteo,1bc48ee6-9604-40bb-a2b7-27a28e5ba2c6,"Watsica, Weber and Mills",WTOLED-888,Brachydontium Moss,445,994,889.03
23/06/2020,Facebook,3a5dfe6f-eb48-4c36-8b55-1981a1a30f50,"Weimann, Lemke and Little",QGNCXE-662,Graceful Filmy Fern,550,462,83.54
05/03/2020,Criteo,9722aba2-5b99-4fe3-8537-1806fde7d24d,Volkman-Brekke,HOHXAZ-180,Fuzzybean,226,156,354.77
05/06/2020,Twitter,06671d24-e161-433b-92b7-fdfeaa273012,"Prosacco, Nader and Bergstrom",LHJPOC-536,Oahu Dock,543,184,169.11
29/04/2020,Percycle,80231435-648b-4bf6-8ae2-6f166e30205f,Breitenberg and Sons,CFXQCO-122,Pinkflower Bindweed,490,890,455.17
